City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,grand-bassam,5.2118,-3.7388,23.98,93,50,3.07,CI,1724968221
281,minas de marcona,-15.2119,-75.1103,11.07,77,51,7.71,PE,1724968223
282,castillos,-34.1667,-53.8333,12.78,92,100,3.3,UY,1724968224
283,whitby,54.4877,-0.615,13.26,81,0,1.34,GB,1724968064
284,laboulaye,-34.1266,-63.3912,16.66,43,13,4.18,AR,1724968226
285,galliano,29.4422,-90.2992,29.0,79,0,2.06,US,1724968227
286,pundong,-7.9522,110.3486,21.65,93,100,0.78,ID,1724968228
287,nadi,-17.8,177.4167,25.0,65,20,3.09,FJ,1724968232
288,saipan,15.1355,145.701,29.39,84,40,6.17,MP,1724968233
289,lorengau,-2.0226,147.2712,26.41,88,100,4.18,PG,1724968234
290,kayangel,8.0823,134.7173,28.77,76,100,2.27,PW,1724968235
291,iskateley,67.6803,53.1512,7.0,65,97,6.89,RU,1724968237
292,yelizovo,53.1873,158.3805,14.08,72,75,4.0,RU,1724968238
293,ashburton,-37.8626,145.0794,14.23,71,36,0.89,AU,1724968239
294,cadale,2.7603,46.3222,25.31,86,12,8.11,SO,1724968240
295,sejong,36.4817,127.2871,23.05,89,0,1.45,KR,1724968242
296,gizo,-8.103,156.8419,27.24,81,79,4.75,SB,1724968243
297,samdrup jongkhar,26.9167,91.6167,18.99,87,24,1.9,BT,1724968244
298,don sak,9.3168,99.6918,26.16,81,100,4.68,TH,1724968245
299,cha grande,-8.2383,-35.4617,18.27,94,77,5.48,BR,1724968246
300,uturoa,-16.7333,-151.4333,26.08,82,21,4.6,PF,1724968248
301,codrington,-38.2667,141.9667,11.46,72,11,9.24,AU,1724968249
302,sept-iles,50.2001,-66.3821,21.0,57,20,3.6,CA,1724968251
303,ugoofaaru,5.6667,73.0,28.04,78,79,5.0,MV,1724968252
304,bubaque,11.2833,-15.8333,26.58,82,78,6.03,GW,1724968253
305,al kharj,24.155,47.3346,33.32,19,10,4.46,SA,1724968254
306,bengkulu,-3.8004,102.2655,23.49,94,100,2.02,ID,1724968255
307,lodja,-3.4833,23.4333,23.41,80,99,0.74,CD,1724968256
308,cururupu,-1.8283,-44.8683,24.47,83,35,1.62,BR,1724968257
309,candido de abreu,-24.5669,-51.3333,20.25,52,6,0.81,BR,1724968258
310,sumbe,-11.2061,13.8437,20.61,88,99,4.33,AO,1724968259
311,baharly,38.4362,57.4316,23.18,24,0,2.62,TM,1724968261
312,fisterra,42.9049,-9.2629,18.69,82,0,9.04,ES,1724968262
313,kirensk,57.7853,108.1119,8.0,89,86,1.7,RU,1724968263
314,asheville,35.6009,-82.554,29.99,51,0,3.6,US,1724968093
315,hlevakha,50.2742,30.3271,24.47,31,39,2.64,UA,1724968265
316,san patricio,28.017,-97.5169,33.97,52,83,6.22,US,1724968266
317,shingu,33.7333,135.9833,26.36,94,99,2.21,JP,1724968267
318,nouadhibou,20.931,-17.0347,21.99,78,43,9.26,MR,1724968249
319,ola,59.5833,151.2833,9.69,86,100,8.29,RU,1724968269
320,lompoc,34.6391,-120.4579,22.3,74,0,5.66,US,1724968271
321,jambi city,-1.6,103.6167,24.11,71,100,1.07,ID,1724968272
322,san juan de miraflores,-12.1629,-76.9635,18.43,76,92,6.88,PE,1724968061
323,doctor alberto oviedo mota,32.2275,-115.1697,42.41,14,0,5.0,MX,1724968274
324,madimba,-10.4,40.3333,22.87,86,16,2.56,TZ,1724968275
325,susuman,62.7833,148.1667,6.2,89,100,0.67,RU,1724968276
326,tocopilla,-22.092,-70.1979,14.94,76,14,3.73,CL,1724968277
327,la tuque,47.4334,-72.7824,22.14,40,0,2.06,CA,1724968278
328,hammerfest,70.6634,23.6821,17.25,67,75,2.06,NO,1724968279
329,fedorovskiy,45.0972,40.9517,22.75,41,83,6.27,RU,1724968280
330,tidjikja,18.5564,-11.4271,33.28,50,25,8.25,MR,1724968282
331,novodvinsk,64.4165,40.8122,9.86,94,14,0.1,RU,1724968283
332,zeerust,-25.5369,26.0751,9.93,17,0,2.61,ZA,1724968284
333,dul'durga,50.6761,113.5931,8.15,88,0,1.41,RU,1724968285
334,aljezur,37.3191,-8.8033,16.65,96,69,6.13,PT,1724968286
335,zheshart,62.0731,49.5733,12.1,97,100,2.77,RU,1724968287
336,hede,33.7681,120.2517,22.46,91,0,1.57,CN,1724968288
337,akureyri,65.6835,-18.0878,8.96,81,0,1.03,IS,1724968289
338,labytnangi,66.6572,66.4183,8.46,68,84,3.57,RU,1724968290
339,palu,-0.8917,119.8707,24.02,97,100,0.16,ID,1724968291
340,aksu,41.1231,80.2644,20.34,62,100,2.23,CN,1724968293
341,alatyr',54.8421,46.5813,14.18,74,11,0.93,RU,1724968294
342,shache,38.4167,77.2406,19.87,76,98,1.27,CN,1724968295
343,detroit lakes,46.8172,-95.8453,24.03,69,75,5.66,US,1724968287
344,lewistown,40.5992,-77.5714,28.67,74,75,0.0,US,1724968297
345,vila velha,-20.3297,-40.2925,22.97,72,0,3.09,BR,1724968298
346,carutapera,-1.195,-46.02,25.97,79,6,3.98,BR,1724968299
347,mount gambier,-37.8333,140.7667,11.39,70,0,6.5,AU,1724968300
348,meizhou,24.2977,116.1072,24.44,98,98,0.78,CN,1724968301
349,puerto armuelles,8.2833,-82.8667,28.38,73,98,0.45,PA,1724968231
350,daru,-9.0763,143.2092,25.57,75,99,5.9,PG,1724968257
351,grande prairie,55.1667,-118.8027,23.1,31,75,9.26,CA,1724968305
352,sokol,59.4617,40.1206,12.84,83,7,0.92,RU,1724968306
353,luninyets,52.2472,26.8047,19.83,58,58,3.62,BY,1724968307
354,rikaze,29.25,88.8833,12.24,55,89,1.38,CN,1724968308
355,metu,8.3,35.5833,13.65,98,98,1.44,ET,1724968309
356,makueni boma,-1.8041,37.6203,17.45,81,44,2.61,KE,1724968310
357,polyarnyy,69.1989,33.4478,11.13,75,94,3.77,RU,1724968311
358,mpanda,-6.3655,31.0409,22.21,56,5,0.62,TZ,1724968312
359,kikwit,-5.041,18.8162,27.0,49,89,1.1,CD,1724968314
360,egilsstadir,65.2653,-14.3948,6.95,81,0,2.57,IS,1724968315
361,alba posse,-27.5698,-54.6826,21.58,71,77,1.12,AR,1724968316
362,itaituba,-4.2761,-55.9836,33.09,55,20,2.06,BR,1724968177
363,wanganui,-39.9333,175.05,13.0,71,10,5.98,NZ,1724968318
364,bloomfield,40.8068,-74.1854,24.27,71,100,5.14,US,1724968319
365,horta,38.5333,-28.6333,23.9,79,20,2.68,PT,1724968320
366,point pedro,9.8167,80.2333,27.29,82,100,7.64,LK,1724968321
367,hue,16.4667,107.6,28.06,78,20,2.06,VN,1724968322
368,geraldton,-28.7667,114.6,15.23,72,100,6.17,AU,1724968323
369,camapua,-19.5314,-54.0439,29.37,20,13,3.48,BR,1724968325
370,saint-laurent-du-maroni,5.5039,-54.0289,25.8,78,25,1.47,GF,1724968326
371,santiago de cao,-7.9589,-79.2392,17.07,82,15,6.17,PE,1724968327
372,san antonio de pale,-1.4014,5.6325,24.22,80,66,3.72,GQ,1724968328
373,port augusta,-32.5,137.7667,14.6,85,0,2.83,AU,1724968329
374,merizo village,13.2658,144.6691,28.32,95,100,6.8,GU,1724968330
375,hasaki,35.7333,140.8333,26.72,88,100,8.48,JP,1724968331
376,matola,-25.9622,32.4589,15.97,63,75,7.72,MZ,1724968332
377,sotkamo,64.1333,28.4167,13.23,93,0,2.38,FI,1724968333
378,hirara,24.8,125.2833,28.92,94,40,4.12,JP,1724968334
379,palmer,42.1584,-72.3287,21.96,63,75,1.54,US,1724968336
380,sisimiut,66.9395,-53.6735,5.77,73,71,3.16,GL,1724968337
381,san andres,12.5847,-81.7006,32.01,70,20,6.17,CO,1724968338
382,farafangana,-22.8167,47.8333,20.28,90,56,3.97,MG,1724968339
383,karungdong,5.8844,121.263,24.63,92,100,2.51,PH,1724968340
384,malango,-2.9627,119.9001,18.33,98,99,0.83,ID,1724968341
385,hailar,49.2,119.7,12.08,95,90,3.87,CN,1724968342
386,mhasvad,17.6333,74.7833,22.29,89,90,6.57,IN,1724968343
387,armacao de buzios,-22.7469,-41.8817,22.03,72,0,9.41,BR,1724968346
388,pochinok,54.4068,32.4407,17.73,84,34,3.44,RU,1724968347
389,mili,6.0815,171.735,28.57,78,100,8.04,MH,1724968348
390,dom pedrito,-30.9828,-54.6731,14.35,89,100,3.22,BR,1724968125
391,ujae,8.9322,165.7642,28.77,77,58,6.18,MH,1724968350
392,tynda,55.1667,124.7167,10.98,98,100,1.25,RU,1724968351
393,coracora,-15.0333,-73.7833,15.07,35,97,3.32,PE,1724968352
394,houghton,47.1219,-88.569,23.23,75,0,6.17,US,1724968352
395,okha,53.5739,142.9478,16.62,84,100,1.15,RU,1724968354
396,podporozh'ye,60.9112,34.1706,11.72,89,26,0.71,RU,1724968356
397,jiwani,25.05,61.7417,27.51,84,98,2.09,PK,1724968357
398,santa cruz,-17.8,-63.1667,32.7,37,2,7.72,BO,1724968261
399,rurrenabaque,-14.4413,-67.5278,32.83,58,22,2.06,BO,1724968359
400,walvis bay,-22.9575,14.5053,11.22,83,0,1.32,NA,1724968360
401,tual,-5.6667,132.75,25.66,82,100,9.0,ID,1724968361
402,nagqu,31.5,92.0,1.86,75,3,1.88,CN,1724968362
403,port lincoln,-34.7333,135.8667,13.5,69,0,8.91,AU,1724968363
404,nueva gerona,21.8833,-82.8,30.36,66,83,3.36,CU,1724968364
405,palikir - national government center,6.9248,158.1611,28.47,89,40,2.06,FM,1724968365
406,kargasok,59.0556,80.8572,14.06,95,100,4.16,RU,1724968367
407,remire-montjoly,4.9167,-52.2667,28.02,74,20,1.54,GF,1724968368
408,champerico,14.3,-91.9167,30.1,72,12,4.08,GT,1724968370
409,la concepcion,8.5167,-82.6167,28.66,86,98,1.24,PA,1724968371
410,east london,-33.0153,27.9116,11.98,70,28,3.27,ZA,1724968372
411,tobelo,1.7284,128.0095,25.76,84,100,3.22,ID,1724968373
412,ta`u,-14.2336,-169.5144,24.89,78,100,7.53,AS,1724968374
413,el calafate,-50.3408,-72.2768,4.01,70,100,0.33,AR,1724968375
414,chipinge,-20.1883,32.6236,16.32,86,86,2.93,ZW,1724968376
415,ecoporanga,-18.3733,-40.8306,19.87,57,0,4.14,BR,1724968378
416,greymouth,-42.4667,171.2,10.98,83,56,6.04,NZ,1724968245
417,muleshoe,34.2265,-102.7238,19.37,92,79,8.89,US,1724968380
418,tolanaro,-25.0319,46.9987,22.04,78,0,9.77,MG,1724968381
419,al kharijah,25.4514,30.5464,32.22,24,19,5.43,EG,1724968382
420,lusambo,-4.9667,23.45,23.25,68,28,1.29,CD,1724968383
421,pacific grove,36.6177,-121.9166,20.82,81,40,5.66,US,1724968137
422,salym,60.0625,71.4789,8.25,96,11,3.23,RU,1724968385
423,savonlinna,61.8699,28.88,12.03,100,0,1.54,FI,1724968386
424,natal,-5.795,-35.2094,26.36,73,40,8.23,BR,1724968339
425,bowen,-20.0167,148.2333,19.86,84,4,1.94,AU,1724968389
426,mazatlan,23.2167,-106.4167,32.73,73,44,1.79,MX,1724968202
427,paracuru,-3.41,-39.0306,25.54,76,14,6.9,BR,1724968392
428,pariaman,-0.619,100.12,23.03,87,100,1.35,ID,1724968393
429,nemuro,43.3236,145.575,18.15,99,100,3.07,JP,1724968394
430,tura,25.5198,90.2201,24.5,89,30,1.26,IN,1724968395
431,hengchun,22.0042,120.7439,28.9,75,55,0.34,TW,1724968398
432,papao,-17.75,-149.55,28.82,79,17,2.17,PF,1724968399
433,nov,40.1522,69.3708,18.35,41,0,0.82,TJ,1724968400
434,bayanhongor,46.7167,100.1167,11.4,62,100,1.39,MN,1724968401
435,mugia,43.1041,-9.2179,18.84,84,27,9.66,ES,1724968402
436,augusto correa,-1.0217,-46.635,25.78,80,21,2.37,BR,1724968403
437,lobito,-12.3481,13.5456,20.76,85,93,2.95,AO,1724968404
438,matoury,4.8483,-52.3317,27.98,74,20,1.54,GF,1724968405
439,kencong,-8.2833,113.3667,21.44,92,63,0.99,ID,1724968406
440,caleta de carquin,-11.0925,-77.6267,17.59,77,67,7.41,PE,1724968407
441,richards bay,-28.783,32.0377,12.68,83,100,3.87,ZA,1724968409
442,brainerd,46.358,-94.2008,21.14,86,100,4.63,US,1724968257
443,harstad,68.799,16.5293,14.53,81,41,3.42,NO,1724968412
444,laguna,38.421,-121.4238,35.53,33,0,2.06,US,1724968413
445,sao caetano de odivelas,-0.75,-48.02,26.17,77,34,4.17,BR,1724968414
446,trevelin,-43.0858,-71.4639,8.11,70,0,0.84,AR,1724968415
447,iquique,-20.2208,-70.1431,14.62,77,37,1.87,CL,1724968205
448,narvik,68.4384,17.4272,14.59,79,75,4.29,NO,1724968419
449,genzano di lucania,40.8479,16.0308,16.85,72,26,2.26,IT,1724968420
450,basyayla,36.7534,32.6802,17.84,61,5,3.22,TR,1724968421
451,tshikapa,-6.4167,20.8,26.24,35,10,0.82,CD,1724968422
452,sangin,32.0728,64.8359,29.89,14,95,2.11,AF,1724968423
453,mbanza-ngungu,-5.25,14.8667,23.32,67,68,5.73,CD,1724968424
454,bulawayo,-20.15,28.5833,14.48,81,34,7.9,ZW,1724968425
455,puerto escondido,15.85,-97.0667,30.11,68,99,2.54,MX,1724968426
456,yushu,44.8,126.5333,18.85,97,93,3.54,CN,1724968428
457,heyuan,23.7333,114.6833,25.64,93,62,0.83,CN,1724968429
458,toliara,-23.35,43.6667,21.45,80,9,2.98,MG,1724968430
459,aykhal,66.0,111.5,7.1,65,91,3.23,RU,1724968334
460,saldanha,-33.0117,17.9442,8.03,71,0,5.77,ZA,1724968434
461,norilsk,69.3535,88.2027,12.03,90,100,1.6,RU,1724968435
462,yangjiang,21.85,111.9667,26.18,88,100,1.18,CN,1724968436
463,bozoum,6.3193,16.3799,19.72,97,85,1.44,CF,1724968438
464,sao joao del rei,-21.1356,-44.2617,17.01,55,1,3.69,BR,1724968439
465,bykovo,55.6361,38.0803,17.2,77,0,0.0,RU,1724968440
466,jordan,31.0,36.0,21.22,63,0,4.05,JO,1724968441
467,laojunmiao,39.8333,97.7333,19.73,74,58,1.05,CN,1724968312
468,bikenibeu village,1.3673,173.1241,29.98,70,40,6.17,KI,1724968443
469,luga,58.7372,29.8453,14.21,84,80,1.64,RU,1724968444
470,ishigaki,24.3448,124.1572,27.07,94,15,1.54,JP,1724968445
471,singkil,-7.9855,111.4161,20.64,95,80,2.62,ID,1724968446
472,kristiansund,63.1115,7.732,13.4,94,100,5.14,NO,1724968447
473,christchurch,-43.5333,172.6333,14.95,46,61,3.09,NZ,1724968023
474,mandvi,22.8333,69.3667,25.69,89,100,16.48,IN,1724968450
475,dudinka,69.4058,86.1778,11.22,99,100,1.1,RU,1724968451
476,key west,24.5557,-81.7826,31.67,70,20,6.17,US,1724968399
477,higuera de zaragoza,25.95,-109.2833,33.86,52,39,5.09,MX,1724968454
478,i-n-salah,27.1935,2.4607,36.24,16,33,5.05,DZ,1724968455
479,villa gesell,-37.2639,-56.973,9.24,85,15,5.36,AR,1724968456
480,changji,44.0167,87.3167,18.44,77,75,2.0,CN,1724968457
481,shalqar,47.8333,59.6,23.57,45,7,3.35,KZ,1724968459
482,cidreira,-30.1811,-50.2056,15.08,84,100,1.58,BR,1724968460
483,pontchateau,47.4333,-2.0833,18.83,63,0,4.12,FR,1724968461
484,duba,27.3513,35.6901,30.78,68,2,7.41,SA,1724968462
485,bela vista do paraiso,-22.9967,-51.1906,22.84,30,1,1.74,BR,1724968463
486,schweizer-reneke,-27.1887,25.3293,4.08,23,0,4.64,ZA,1724968464
487,labasa,-16.4167,179.3833,25.46,76,75,3.3,FJ,1724968465
488,banting,2.8167,101.5,25.07,97,100,1.26,MY,1724968466
489,mokhotlong,-29.2894,29.0675,2.92,83,57,3.09,LS,1724968467
490,chadron,42.8294,-102.9999,28.31,18,0,3.6,US,1724968353
491,tailai,46.3833,123.4,17.2,96,86,3.71,CN,1724968470
492,zheleznogorsk-ilimskiy,56.5768,104.1217,10.26,90,100,1.27,RU,1724968471
493,lijiang,26.8688,100.2207,14.5,92,27,1.53,CN,1724968472
494,vernon,50.2581,-119.2691,27.64,36,0,1.03,CA,1724968378
495,nadym,65.5333,72.5167,8.23,78,99,5.85,RU,1724968475
496,broome,42.2506,-75.833,24.7,87,100,3.6,US,1724968476
497,glyn-neath,51.7475,-3.6183,11.28,87,13,0.21,GB,1724968477
498,fortuna,40.5982,-124.1573,21.1,77,0,6.69,US,1724968261
499,odda,60.0691,6.5457,9.22,92,100,2.44,NO,1724968480
500,ulladulla,-35.35,150.4667,19.16,40,26,3.73,AU,1724968481
501,pasuquin,18.3328,120.6177,25.97,100,75,1.54,PH,1724968482
502,siuna,13.7332,-84.7773,28.74,79,98,2.16,NI,1724968483
503,okhotsk,59.3833,143.3,12.24,90,100,3.25,RU,1724968484
504,ceerigaabo,10.6162,47.368,19.19,71,26,6.61,SO,1724968485
505,nannilam,10.8793,79.6106,25.87,82,100,2.67,IN,1724968486
506,masterton,-40.9597,175.6575,12.51,69,1,8.01,NZ,1724968487
507,kuybyshev,55.4475,78.3218,13.39,86,87,4.98,RU,1724968488
508,fuxin,42.0156,121.6589,19.76,96,24,1.1,CN,1724968490
509,mejit,10.2753,170.8646,28.73,76,10,6.33,MH,1724968294
510,ciudad bolivar,8.1222,-63.5497,26.46,78,81,1.63,VE,1724968492
511,monroeville,40.4212,-79.7881,29.97,66,9,5.14,US,1724968493
512,ilebo,-4.3167,20.5833,24.9,58,72,0.79,CD,1724968494
513,yuxia,34.0615,108.6291,24.76,76,63,1.97,CN,1724968495
514,lepsy,46.235,78.9456,18.3,46,7,0.48,KZ,1724968496
515,jesenice,46.4306,14.0669,17.51,97,84,1.5,SI,1724968497
516,arkalyk,50.2486,66.9114,17.56,72,30,3.11,KZ,1724968498
517,sydney,-33.8679,151.2073,19.06,45,0,8.75,AU,1724967938
518,nhandeara,-20.6942,-50.0383,25.74,28,6,3.69,BR,1724968501
519,khovd,48.0056,91.6419,18.08,46,100,2.0,MN,1724968372
520,chuguyevka,44.1653,133.8633,17.95,87,72,1.56,RU,1724968503
521,saudarkrokur,65.7461,-19.6394,8.78,70,71,6.08,IS,1724968504
522,twardogora,51.3649,17.4688,24.11,62,1,1.84,PL,1724968505
523,hastings,50.8552,0.5729,16.55,74,100,4.17,GB,1724968325
524,onega,63.9061,38.1404,11.87,87,19,2.3,RU,1724968507
525,howard springs,-12.497,131.047,23.95,89,43,1.46,AU,1724968316
526,karlivka,49.4567,35.1295,20.9,46,60,3.54,UA,1724968511
527,vilyuysk,63.7553,121.6247,6.19,72,99,0.74,RU,1724968512
528,bandrele,-12.9067,45.1914,24.86,78,0,5.14,YT,1724968513
529,wewak,-3.5534,143.6268,27.01,83,100,0.53,PG,1724968514
530,montmagny,48.9734,2.3469,20.62,57,100,4.63,FR,1724968515
531,tomatlan,19.9333,-105.25,26.74,90,99,1.03,MX,1724968516
532,smidovich,48.6,133.8167,18.96,96,100,2.78,RU,1724968517
533,ambon,-3.6954,128.1814,25.49,95,87,3.28,ID,1724968519
534,cromer,52.9312,1.2989,15.08,65,97,2.22,GB,1724968520
535,rakops,-21.0167,24.3333,18.39,19,0,4.39,BW,1724968521
536,tuy hoa,13.0833,109.3,26.11,76,78,7.14,VN,1724968522
537,harper,4.375,-7.7169,24.39,86,100,4.7,LR,1724968523
538,decazeville,44.5605,2.2509,21.38,71,77,1.22,FR,1724968524
539,kaya,13.0917,-1.0844,25.4,82,83,4.89,BF,1724968525
540,santarem,-2.4431,-54.7083,31.07,70,20,1.54,BR,1724968526
541,lulea,65.5842,22.1547,14.04,88,0,4.12,SE,1724968482
542,nova olimpia,-14.7972,-57.2881,33.29,21,20,2.1,BR,1724968530
543,westerland,54.9079,8.3033,16.07,88,20,4.12,DE,1724968531
544,hoquiam,46.9809,-123.8893,27.75,40,0,4.63,US,1724968532
545,birao,10.2849,22.7882,22.37,95,100,2.0,CF,1724968533
546,mutoko,-17.397,32.2268,17.13,62,78,3.13,ZW,1724968535
547,kenora,49.8167,-94.4337,18.54,94,100,8.23,CA,1724968395
548,artigas,-30.4,-56.4667,14.39,86,95,5.31,UY,1724968537
549,khandyga,62.6667,135.6,6.2,93,21,2.23,RU,1724968538
550,macas,-2.3167,-78.1167,25.86,50,40,2.57,EC,1724968539
551,oeiras do para,-2.0031,-49.8544,29.04,49,63,1.88,BR,1724968540
552,kourou,5.1552,-52.6478,26.51,85,95,3.15,GF,1724968541
553,grand-lahou,5.1367,-5.0242,22.94,94,64,3.39,CI,1724968542
554,veraval,20.9,70.3667,27.33,87,100,8.3,IN,1724968543
555,touros,-5.1989,-35.4608,24.42,77,89,7.62,BR,1724968544
556,marina,36.6844,-121.8022,21.05,79,40,6.69,US,1724968545
557,swift current,50.2834,-107.8014,21.45,56,75,8.23,CA,1724968547
558,saint-joseph,-21.3667,55.6167,19.21,80,32,6.11,RE,1724968548
559,salalah,17.0151,54.0924,26.05,94,100,1.54,OM,1724968549
560,pokhara,28.2333,83.9833,20.32,83,92,2.3,NP,1724968550
561,murghob,38.1702,73.9667,9.4,41,97,1.9,TJ,1724968551
562,saposoa,-6.934,-76.7716,33.79,32,7,1.91,PE,1724968552
563,deqen,29.9618,90.7188,6.76,60,0,1.59,CN,1724968553
